id,gender,birthday,Age,abonoment_type,visit_per_week,days_per_week,attend_group_lesson,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,drink_abo,fav_drink,personal_training,name_personal_trainer,uses_sauna,check_in_hour,visit_time,age_group,visit_category,total_activities
153,Male,1977-07-22,47,Premium,2,"Fri, Tue",True,"Running, BodyPump",16:41:00,18:02:00,81,True,"passion_fruit, orange",True,Chantal,True,16,Afternoon,Senior,Regular,3
154,Male,1985-03-16,39,Standard,2,"Tue, Wed",True,"Kickboxen, BodyPump",11:18:00,13:28:00,130,True,"lemon, black_currant",True,Mike,False,11,Morning,Middle Age,Regular,3
155,Male,1977-08-27,47,Standard,1,Fri,False,None,14:41:00,15:21:00,40,True,orange,True,Hanna,False,14,Afternoon,Senior,Light,2
156,Female,2004-02-01,20,Premium,2,"Fri, Sat",False,None,18:54:00,19:37:00,43,True,passion_fruit,True,Chantal,True,18,Evening,Young Adult,Regular,2
157,Female,2004-08-30,20,Standard,4,"Fri, Thu, Tue, Wed",False,None,11:51:00,14:21:00,150,True,passion_fruit,True,Jeffrey,False,11,Morning,Young Adult,Very Frequent,2
158,Male,2002-02-02,22,Standard,2,"Fri, Sat",False,None,14:12:00,16:43:00,151,True,orange,True,Mike,True,14,Afternoon,Young Adult,Regular,2
159,Female,2002-06-03,22,Standard,3,"Sat, Sun, Wed",True,"Kickboxen, HIT",17:57:00,19:46:00,109,False,No Drink,True,Hanna,False,17,Evening,Young Adult,Frequent,2
160,Female,2000-03-19,24,Premium,3,"Mon, Thu, Wed",True,"BodyBalance, Kickboxen, Spinning",15:17:00,16:04:00,47,False,No Drink,True,Hanna,True,15,Afternoon,Young Adult,Frequent,2
161,Female,2006-12-22,17,Standard,3,"Sat, Thu, Tue",True,XCore,15:41:00,16:58:00,77,True,"berry_boost, lemon",True,Chantal,False,15,Afternoon,Teen,Frequent,3
162,Male,1995-01-27,29,Standard,1,Sun,False,None,17:00:00,18:33:00,93,True,lemon,False,No Trainer,True,17,Evening,Adult,Light,1
163,Male,1987-11-24,36,Premium,3,"Sat, Thu, Wed",False,None,08:42:00,11:31:00,169,True,berry_boost,True,Jeffrey,True,8,Morning,Middle Age,Frequent,2
164,Male,2004-01-29,20,Standard,5,"Mon, Sat, Thu, Tue, Wed",False,None,17:41:00,20:22:00,161,False,No Drink,False,No Trainer,False,17,Evening,Young Adult,Very Frequent,0
165,Male,1995-05-22,29,Standard,2,"Fri, Sat",True,Zumba,14:45:00,17:41:00,176,False,No Drink,True,Chantal,True,14,Afternoon,Adult,Regular,2
166,Male,1992-09-19,32,Premium,3,"Sat, Tue, Wed",False,None,20:34:00,21:40:00,66,False,No Drink,True,Chantal,True,20,Evening,Adult,Frequent,1
167,Female,1981-10-15,42,Premium,4,"Fri, Mon, Thu, Tue",True,Running,09:55:00,10:59:00,64,False,No Drink,False,No Trainer,True,9,Morning,Middle Age,Very Frequent,1
168,Male,2010-10-05,14,Standard,3,"Mon, Sun, Thu",True,"Running, BodyBalance, Kickboxen",12:27:00,14:16:00,109,False,No Drink,False,No Trainer,True,12,Afternoon,Teen,Frequent,1
169,Female,1988-11-28,35,Premium,3,"Fri, Thu, Tue",True,"Kickboxen, Spinning, BodyPump",13:32:00,16:19:00,167,False,No Drink,False,No Trainer,False,13,Afternoon,Adult,Frequent,1
170,Male,1981-07-29,43,Standard,3,"Fri, Sun, Tue",False,None,12:12:00,13:08:00,56,True,"passion_fruit, lemon",True,Mike,False,12,Afternoon,Middle Age,Frequent,2
171,Female,1987-08-22,37,Standard,1,Sun,False,None,16:39:00,19:05:00,146,True,lemon,True,Hanna,False,16,Afternoon,Middle Age,Light,2
172,Female,1975-07-05,49,Standard,5,"Sat, Sun, Thu, Tue, Wed",True,Pilates,08:15:00,08:50:00,35,False,No Drink,False,No Trainer,False,8,Morning,Senior,Very Frequent,1
173,Male,1977-07-27,47,Standard,2,"Sun, Thu",False,None,16:55:00,19:13:00,138,True,black_currant,False,No Trainer,True,16,Afternoon,Senior,Regular,1
174,Male,1975-03-17,49,Premium,1,Sat,False,None,11:21:00,12:46:00,85,False,No Drink,False,No Trainer,True,11,Morning,Senior,Light,0
175,Male,2005-09-22,19,Standard,2,"Mon, Tue",True,Yoga,14:01:00,15:56:00,115,False,No Drink,False,No Trainer,False,14,Afternoon,Young Adult,Regular,1
176,Male,1976-02-24,48,Standard,4,"Fri, Thu, Tue, Wed",False,None,09:34:00,10:11:00,37,False,No Drink,False,No Trainer,False,9,Morning,Senior,Very Frequent,0
177,Female,2001-01-29,23,Premium,3,"Mon, Sun, Thu",False,None,09:56:00,11:20:00,84,True,"berry_boost, coconut_pineapple",True,Chantal,False,9,Morning,Young Adult,Frequent,2
178,Male,2000-11-18,23,Premium,4,"Fri, Mon, Thu, Wed",False,None,11:02:00,11:44:00,42,False,No Drink,True,Chantal,False,11,Morning,Young Adult,Very Frequent,1
179,Female,2010-11-25,13,Standard,2,"Mon, Tue",False,None,17:27:00,19:12:00,105,False,No Drink,False,No Trainer,False,17,Evening,Teen,Regular,0
180,Male,1976-06-20,48,Premium,3,"Fri, Sat, Thu",True,"Kickboxen, Running, LesMiles",08:33:00,10:13:00,100,True,passion_fruit,True,Jeffrey,True,8,Morning,Senior,Frequent,3
181,Male,1996-12-20,27,Premium,5,"Mon, Sat, Sun, Thu, Tue",True,"Kickboxen, XCore",10:50:00,13:38:00,168,True,"lemon, black_currant",False,No Trainer,True,10,Morning,Adult,Very Frequent,2
182,Female,2010-02-16,14,Standard,3,"Mon, Sun, Wed",True,XCore,09:01:00,11:57:00,176,False,No Drink,True,Chantal,True,9,Morning,Teen,Frequent,2
183,Male,2010-07-14,14,Premium,1,Fri,False,None,13:06:00,14:29:00,83,False,No Drink,False,No Trainer,True,13,Afternoon,Teen,Light,0
184,Male,2006-10-16,17,Standard,1,Mon,False,None,17:58:00,20:04:00,126,False,No Drink,True,Hanna,False,17,Evening,Teen,Light,1
185,Male,1985-09-18,39,Standard,2,"Mon, Tue",True,"Running, XCore",09:20:00,09:52:00,32,True,berry_boost,False,No Trainer,False,9,Morning,Middle Age,Regular,2
186,Female,1975-03-24,49,Standard,3,"Fri, Sun, Wed",False,None,17:42:00,19:00:00,78,True,passion_fruit,True,Mike,True,17,Evening,Senior,Frequent,2
187,Male,2012-04-17,12,Standard,5,"Fri, Sat, Sun, Thu, Wed",True,"Pilates, Kickboxen, BodyPump",19:49:00,22:15:00,146,True,"lemon, orange",True,Mike,False,19,Evening,Teen,Very Frequent,3
188,Female,1987-02-28,37,Premium,1,Sat,True,Yoga,08:21:00,08:55:00,34,True,"lemon, coconut_pineapple",False,No Trainer,False,8,Morning,Middle Age,Light,2
189,Male,1987-11-12,36,Premium,2,"Fri, Tue",True,"Spinning, XCore",11:28:00,14:14:00,166,False,No Drink,False,No Trainer,True,11,Morning,Middle Age,Regular,1
190,Male,2011-09-08,13,Standard,4,"Sat, Sun, Thu, Tue",False,None,14:47:00,15:21:00,34,False,No Drink,False,No Trainer,False,14,Afternoon,Teen,Very Frequent,0
191,Male,1992-10-23,31,Premium,2,"Mon, Wed",False,None,13:48:00,16:42:00,174,False,No Drink,False,No Trainer,False,13,Afternoon,Adult,Regular,0
192,Female,1985-07-11,39,Standard,4,"Mon, Sat, Sun, Thu",False,None,17:07:00,17:55:00,48,False,No Drink,False,No Trainer,True,17,Evening,Middle Age,Very Frequent,0
193,Female,2012-06-09,12,Premium,3,"Sun, Thu, Tue",True,"Zumba, BodyPump, XCore",13:57:00,15:10:00,73,False,No Drink,False,No Trainer,True,13,Afternoon,Teen,Frequent,1
194,Female,2001-08-15,23,Premium,1,Tue,False,None,16:54:00,19:49:00,175,True,"passion_fruit, berry_boost",False,No Trainer,False,16,Afternoon,Young Adult,Light,1
195,Male,1979-04-24,45,Premium,2,"Mon, Wed",False,None,11:23:00,13:41:00,138,True,"black_currant, coconut_pineapple",False,No Trainer,True,11,Morning,Middle Age,Regular,1
196,Male,1985-02-09,39,Premium,5,"Fri, Mon, Sat, Thu, Wed",False,None,20:01:00,21:08:00,67,True,lemon,True,Jeffrey,False,20,Evening,Middle Age,Very Frequent,2
197,Male,2010-03-26,14,Standard,2,"Mon, Tue",False,None,13:53:00,16:06:00,133,True,"coconut_pineapple, black_currant",True,Mike,False,13,Afternoon,Teen,Regular,2
198,Male,1994-08-05,30,Premium,3,"Fri, Sun, Wed",True,"BodyPump, Yoga",13:00:00,15:43:00,163,True,coconut_pineapple,True,Jeffrey,True,13,Afternoon,Adult,Frequent,3
199,Female,2009-01-06,15,Premium,3,"Mon, Thu, Tue",False,None,09:55:00,11:07:00,72,True,coconut_pineapple,True,Jeffrey,True,9,Morning,Teen,Frequent,2
200,Male,2012-08-31,12,Standard,1,Tue,False,None,15:47:00,16:28:00,41,True,"orange, passion_fruit",True,Jeffrey,True,15,Afternoon,Teen,Light,2
201,Male,1978-09-29,46,Standard,4,"Fri, Mon, Sat, Wed",True,"HIT, XCore, Kickboxen",13:31:00,15:47:00,136,True,"black_currant, coconut_pineapple",True,Mike,False,13,Afternoon,Senior,Very Frequent,3
202,Male,1975-05-25,49,Premium,4,"Mon, Sat, Tue, Wed",False,None,08:21:00,08:52:00,31,True,black_currant,False,No Trainer,False,8,Morning,Senior,Very Frequent,1
203,Female,1980-12-20,43,Premium,2,"Mon, Sun",False,None,18:32:00,20:54:00,142,True,"passion_fruit, coconut_pineapple",True,Chantal,True,18,Evening,Middle Age,Regular,2
204,Male,2005-02-18,19,Premium,2,"Thu, Wed",True,LesMiles,17:13:00,19:26:00,133,True,orange,True,Jeffrey,False,17,Evening,Young Adult,Regular,3
205,Male,1982-05-29,42,Premium,3,"Fri, Sat, Thu",False,None,09:57:00,12:50:00,173,True,lemon,True,Chantal,False,9,Morning,Middle Age,Frequent,2
206,Male,1978-03-21,46,Standard,1,Sun,True,Zumba,18:06:00,20:49:00,163,True,"berry_boost, black_currant",False,No Trainer,False,18,Evening,Senior,Light,2
207,Male,2006-06-20,18,Standard,3,"Fri, Mon, Thu",True,"Running, BodyPump",11:47:00,14:00:00,133,False,No Drink,True,Chantal,False,11,Morning,Teen,Frequent,2
208,Male,1983-01-02,41,Premium,1,Thu,True,"Running, HIT",11:28:00,13:10:00,102,True,"lemon, coconut_pineapple",True,Jeffrey,True,11,Morning,Middle Age,Light,3
209,Male,2005-09-11,19,Premium,4,"Fri, Mon, Tue, Wed",False,None,19:07:00,20:06:00,59,True,coconut_pineapple,True,Hanna,False,19,Evening,Young Adult,Very Frequent,2
210,Male,2007-08-21,17,Premium,2,"Fri, Sun",False,None,17:44:00,18:20:00,36,True,lemon,True,Chantal,False,17,Evening,Teen,Regular,2
211,Female,1997-03-26,27,Standard,2,"Mon, Tue",True,Pilates,09:10:00,11:36:00,146,False,No Drink,True,Chantal,True,9,Morning,Adult,Regular,2
212,Male,1999-01-22,25,Premium,3,"Sat, Sun, Tue",False,None,17:21:00,18:17:00,56,False,No Drink,False,No Trainer,True,17,Evening,Young Adult,Frequent,0
213,Male,2001-07-18,23,Premium,2,"Mon, Sun",True,"XCore, Zumba",12:58:00,15:46:00,168,False,No Drink,False,No Trainer,False,12,Afternoon,Young Adult,Regular,1
214,Female,1989-01-01,35,Standard,1,Wed,False,None,08:34:00,09:27:00,53,False,No Drink,True,Chantal,False,8,Morning,Adult,Light,1
215,Female,1985-12-14,38,Standard,3,"Fri, Thu, Wed",True,Yoga,08:17:00,10:38:00,141,False,No Drink,False,No Trainer,True,8,Morning,Middle Age,Frequent,1
216,Male,1975-04-11,49,Premium,3,"Fri, Mon, Wed",False,None,12:37:00,13:15:00,38,True,lemon,True,Mike,False,12,Afternoon,Senior,Frequent,2
217,Male,1990-06-16,34,Standard,1,Sun,False,None,12:42:00,13:21:00,39,True,coconut_pineapple,True,Jeffrey,True,12,Afternoon,Adult,Light,2
218,Female,1978-01-12,46,Premium,3,"Sun, Thu, Wed",True,BodyPump,18:01:00,18:36:00,35,True,"coconut_pineapple, passion_fruit",False,No Trainer,False,18,Evening,Senior,Frequent,2
219,Male,1979-06-18,45,Standard,5,"Fri, Mon, Sun, Tue, Wed",True,"Spinning, BodyBalance, BodyPump",14:59:00,16:59:00,120,False,No Drink,False,No Trainer,True,14,Afternoon,Middle Age,Very Frequent,1
220,Male,1987-11-12,36,Premium,5,"Fri, Mon, Sun, Thu, Tue",False,None,20:57:00,22:15:00,78,True,lemon,True,Mike,False,20,Evening,Middle Age,Very Frequent,2
221,Male,1979-03-05,45,Premium,2,"Sun, Tue",False,None,12:13:00,14:47:00,154,True,passion_fruit,True,Chantal,True,12,Afternoon,Middle Age,Regular,2
222,Male,1975-04-08,49,Premium,3,"Fri, Sun, Thu",True,"Pilates, XCore, Spinning",20:01:00,22:34:00,153,False,No Drink,True,Mike,False,20,Evening,Senior,Frequent,2
223,Male,2005-10-05,19,Standard,5,"Fri, Mon, Sun, Thu, Tue",False,None,20:23:00,21:52:00,89,True,coconut_pineapple,False,No Trainer,False,20,Evening,Young Adult,Very Frequent,1
224,Female,2000-07-30,24,Standard,2,"Fri, Mon",False,None,20:41:00,22:29:00,108,False,No Drink,False,No Trainer,False,20,Evening,Young Adult,Regular,0
225,Male,2000-09-30,24,Standard,3,"Fri, Mon, Sun",False,None,20:08:00,22:44:00,156,True,orange,False,No Trainer,False,20,Evening,Young Adult,Frequent,1
226,Male,1993-07-30,31,Standard,1,Thu,False,None,15:01:00,17:43:00,162,False,No Drink,False,No Trainer,False,15,Afternoon,Adult,Light,0
227,Female,1976-10-01,48,Premium,3,"Mon, Sat, Tue",True,"XCore, BodyPump",20:37:00,21:48:00,71,False,No Drink,True,Jeffrey,True,20,Evening,Senior,Frequent,2
228,Male,2007-03-05,17,Premium,1,Mon,True,"Spinning, HIT",19:05:00,21:55:00,170,True,"berry_boost, orange",True,Chantal,False,19,Evening,Teen,Light,3
229,Male,1993-03-26,31,Premium,5,"Sat, Sun, Thu, Tue, Wed",False,None,20:39:00,21:35:00,56,False,No Drink,False,No Trainer,False,20,Evening,Adult,Very Frequent,0
230,Male,2001-10-22,22,Standard,3,"Fri, Sun, Wed",True,Yoga,16:31:00,18:39:00,128,False,No Drink,False,No Trainer,False,16,Afternoon,Young Adult,Frequent,1
231,Male,1986-11-23,37,Premium,3,"Fri, Sat, Sun",False,None,17:53:00,20:14:00,141,False,No Drink,False,No Trainer,True,17,Evening,Middle Age,Frequent,0
232,Male,1985-08-24,39,Standard,5,"Fri, Mon, Sat, Thu, Wed",True,"XCore, Pilates",15:16:00,17:15:00,119,True,lemon,True,Mike,False,15,Afternoon,Middle Age,Very Frequent,3
233,Female,2010-09-29,14,Standard,3,"Sat, Sun, Tue",False,None,08:34:00,10:49:00,135,False,No Drink,False,No Trainer,True,8,Morning,Teen,Frequent,0
234,Female,2005-09-10,19,Standard,1,Sun,False,None,20:26:00,21:45:00,79,False,No Drink,False,No Trainer,True,20,Evening,Young Adult,Light,0
235,Female,1997-07-21,27,Standard,4,"Sun, Thu, Tue, Wed",False,None,11:49:00,14:25:00,156,True,"lemon, black_currant",True,Hanna,False,11,Morning,Adult,Very Frequent,2
236,Female,1989-04-08,35,Standard,5,"Fri, Sat, Thu, Tue, Wed",True,BodyPump,15:45:00,18:43:00,178,False,No Drink,False,No Trainer,False,15,Afternoon,Adult,Very Frequent,1
237,Female,2005-01-09,19,Premium,2,"Tue, Wed",True,Spinning,10:32:00,12:03:00,91,True,coconut_pineapple,True,Jeffrey,True,10,Morning,Young Adult,Regular,3
238,Female,2003-06-25,21,Premium,5,"Fri, Mon, Sat, Sun, Thu",True,"Pilates, BodyPump, BodyBalance",20:15:00,23:14:00,179,True,"coconut_pineapple, passion_fruit",False,No Trainer,True,20,Evening,Young Adult,Very Frequent,2
239,Male,2003-10-27,20,Standard,3,"Fri, Mon, Thu",True,"Zumba, Yoga, Pilates",17:30:00,19:17:00,107,False,No Drink,True,Jeffrey,True,17,Evening,Young Adult,Frequent,2
240,Male,2005-01-03,19,Premium,4,"Sat, Sun, Tue, Wed",True,"Kickboxen, Running",15:49:00,17:10:00,81,True,passion_fruit,False,No Trainer,False,15,Afternoon,Young Adult,Very Frequent,2
241,Female,1981-10-31,42,Premium,2,"Mon, Wed",False,None,11:03:00,13:34:00,151,True,passion_fruit,True,Hanna,False,11,Morning,Middle Age,Regular,2
242,Male,2006-08-02,18,Premium,1,Wed,False,None,17:38:00,18:10:00,32,False,No Drink,True,Mike,True,17,Evening,Teen,Light,1
243,Female,1975-08-16,49,Premium,1,Sun,False,None,13:58:00,14:35:00,37,True,berry_boost,True,Mike,False,13,Afternoon,Senior,Light,2
244,Female,2007-10-11,17,Premium,5,"Fri, Mon, Sat, Sun, Wed",True,Yoga,13:50:00,14:29:00,39,True,lemon,True,Hanna,True,13,Afternoon,Teen,Very Frequent,3
245,Male,1997-08-06,27,Standard,1,Mon,True,"Kickboxen, BodyPump, Zumba",12:11:00,14:52:00,161,False,No Drink,True,Jeffrey,False,12,Afternoon,Adult,Light,2
246,Female,2000-09-17,24,Premium,4,"Sun, Thu, Tue, Wed",False,None,09:12:00,11:17:00,125,False,No Drink,False,No Trainer,False,9,Morning,Young Adult,Very Frequent,0
247,Male,1987-04-19,37,Standard,4,"Fri, Sat, Thu, Wed",True,"BodyBalance, Running, Yoga",18:44:00,20:56:00,132,True,coconut_pineapple,False,No Trainer,True,18,Evening,Middle Age,Very Frequent,2
248,Female,2000-08-17,24,Premium,1,Sun,False,None,14:59:00,17:17:00,138,False,No Drink,True,Mike,True,14,Afternoon,Young Adult,Light,1
249,Female,1995-11-14,28,Premium,5,"Fri, Mon, Sat, Sun, Wed",True,"Zumba, HIT",18:00:00,19:56:00,116,False,No Drink,False,No Trainer,False,18,Evening,Adult,Very Frequent,1
250,Male,2006-08-27,18,Standard,3,"Fri, Mon, Sun",False,None,13:26:00,16:15:00,169,False,No Drink,False,No Trainer,False,13,Afternoon,Teen,Frequent,0
251,Male,2006-06-21,18,Standard,2,"Fri, Thu",True,"Yoga, Pilates, BodyPump",08:05:00,09:23:00,78,True,black_currant,False,No Trainer,False,8,Morning,Teen,Regular,2
252,Female,1992-05-28,32,Premium,5,"Fri, Mon, Thu, Tue, Wed",True,"BodyBalance, Zumba",10:17:00,13:05:00,168,True,berry_boost,False,No Trainer,False,10,Morning,Adult,Very Frequent,2
253,Male,1983-10-27,40,Premium,2,"Fri, Tue",True,"Yoga, HIT",14:33:00,15:40:00,67,True,lemon,True,Jeffrey,False,14,Afternoon,Middle Age,Regular,3
254,Male,2003-10-27,20,Standard,4,"Fri, Mon, Sun, Wed",False,None,17:12:00,18:19:00,67,False,No Drink,False,No Trainer,True,17,Evening,Young Adult,Very Frequent,0
255,Male,2003-04-14,21,Premium,1,Sun,True,"Kickboxen, BodyBalance, LesMiles",14:34:00,15:04:00,30,True,coconut_pineapple,True,Mike,True,14,Afternoon,Young Adult,Light,3
256,Female,1985-12-18,38,Premium,1,Sat,True,Pilates,17:37:00,18:39:00,62,False,No Drink,True,Mike,False,17,Evening,Middle Age,Light,2
257,Male,1979-03-28,45,Standard,2,"Mon, Wed",True,"XCore, HIT, Kickboxen",08:12:00,10:09:00,117,True,"coconut_pineapple, black_currant",False,No Trainer,False,8,Morning,Middle Age,Regular,2
258,Male,2001-12-21,22,Standard,2,"Sat, Thu",False,None,19:49:00,20:33:00,44,True,"black_currant, passion_fruit",False,No Trainer,True,19,Evening,Young Adult,Regular,1
259,Female,2007-05-08,17,Premium,5,"Fri, Sun, Thu, Tue, Wed",False,None,10:02:00,12:17:00,135,True,lemon,True,Chantal,False,10,Morning,Teen,Very Frequent,2
260,Female,1992-05-24,32,Standard,5,"Mon, Sat, Sun, Thu, Tue",False,None,08:20:00,10:44:00,144,True,coconut_pineapple,False,No Trainer,False,8,Morning,Adult,Very Frequent,1
261,Male,1980-10-02,44,Standard,2,"Thu, Tue",False,None,12:01:00,14:07:00,126,False,No Drink,False,No Trainer,True,12,Afternoon,Middle Age,Regular,0
262,Female,1977-05-27,47,Premium,2,"Mon, Sat",True,"Yoga, Pilates",08:39:00,09:38:00,59,True,black_currant,True,Chantal,True,8,Morning,Senior,Regular,3
263,Female,1981-03-19,43,Standard,1,Thu,False,None,08:17:00,09:08:00,51,False,No Drink,True,Jeffrey,True,8,Morning,Middle Age,Light,1
264,Male,1976-07-05,48,Standard,5,"Fri, Mon, Sat, Sun, Thu",False,None,15:42:00,18:35:00,173,False,No Drink,True,Hanna,True,15,Afternoon,Senior,Very Frequent,1
265,Female,1992-07-30,32,Standard,5,"Fri, Sun, Thu, Tue, Wed",False,None,19:52:00,21:17:00,85,True,black_currant,True,Mike,True,19,Evening,Adult,Very Frequent,2
266,Female,1987-02-06,37,Standard,3,"Mon, Tue, Wed",True,"Zumba, BodyBalance",18:07:00,20:01:00,114,False,No Drink,False,No Trainer,True,18,Evening,Middle Age,Frequent,1
267,Female,1988-05-12,36,Standard,5,"Fri, Mon, Sat, Sun, Tue",False,None,11:33:00,12:40:00,67,True,coconut_pineapple,False,No Trainer,True,11,Morning,Middle Age,Very Frequent,1
268,Male,2001-12-03,22,Premium,4,"Fri, Mon, Sat, Thu",False,None,18:08:00,20:37:00,149,False,No Drink,True,Mike,False,18,Evening,Young Adult,Very Frequent,1
269,Male,1987-10-07,37,Premium,2,"Fri, Thu",False,None,09:59:00,10:41:00,42,False,No Drink,False,No Trainer,False,9,Morning,Middle Age,Regular,0
270,Male,1985-03-01,39,Standard,3,"Sat, Thu, Wed",True,"BodyPump, Running, Yoga",15:19:00,17:35:00,136,False,No Drink,True,Mike,True,15,Afternoon,Middle Age,Frequent,2
271,Male,1976-12-28,47,Standard,3,"Fri, Mon, Sun",False,None,10:08:00,11:02:00,54,False,No Drink,True,Hanna,False,10,Morning,Senior,Frequent,1
272,Male,1975-01-12,49,Premium,2,"Fri, Tue",True,Yoga,13:20:00,14:26:00,66,False,No Drink,True,Chantal,True,13,Afternoon,Senior,Regular,2
273,Male,1996-12-27,27,Standard,2,"Sun, Thu",False,None,11:23:00,13:00:00,97,False,No Drink,True,Chantal,True,11,Morning,Adult,Regular,1
274,Female,1980-04-03,44,Standard,2,"Fri, Sun",True,"Pilates, Zumba, Running",19:30:00,22:04:00,154,False,No Drink,False,No Trainer,False,19,Evening,Middle Age,Regular,1
275,Male,2011-06-09,13,Standard,2,"Fri, Tue",False,None,09:38:00,10:11:00,33,False,No Drink,False,No Trainer,True,9,Morning,Teen,Regular,0
276,Male,2010-04-02,14,Standard,2,"Thu, Tue",True,LesMiles,11:21:00,14:18:00,177,False,No Drink,False,No Trainer,True,11,Morning,Teen,Regular,1
277,Female,1999-04-25,25,Standard,2,"Thu, Wed",False,None,10:38:00,12:32:00,114,True,coconut_pineapple,True,Hanna,False,10,Morning,Young Adult,Regular,2
278,Male,1992-02-03,32,Premium,2,"Fri, Sun",True,Yoga,13:19:00,14:52:00,93,True,"lemon, black_currant",True,Mike,True,13,Afternoon,Adult,Regular,3
279,Female,1994-10-15,29,Standard,4,"Fri, Mon, Sun, Wed",False,None,10:43:00,11:52:00,69,True,lemon,True,Hanna,False,10,Morning,Adult,Very Frequent,2
280,Male,1983-01-24,41,Standard,2,"Fri, Thu",True,"Pilates, Yoga",10:29:00,12:37:00,128,True,"coconut_pineapple, orange",True,Chantal,True,10,Morning,Middle Age,Regular,3
281,Male,2003-06-01,21,Premium,2,"Fri, Mon",True,"Pilates, XCore, Kickboxen",15:40:00,16:47:00,67,False,No Drink,True,Chantal,True,15,Afternoon,Young Adult,Regular,2
282,Male,1999-07-06,25,Standard,5,"Mon, Sat, Sun, Thu, Wed",True,"Zumba, BodyPump",12:25:00,13:40:00,75,True,black_currant,False,No Trainer,True,12,Afternoon,Young Adult,Very Frequent,2
283,Female,2002-12-16,21,Premium,2,"Fri, Sat",True,LesMiles,14:55:00,15:28:00,33,True,berry_boost,True,Mike,False,14,Afternoon,Young Adult,Regular,3
284,Female,2010-12-21,13,Standard,2,"Mon, Sat",False,None,12:52:00,14:03:00,71,False,No Drink,False,No Trainer,False,12,Afternoon,Teen,Regular,0
285,Male,1976-06-08,48,Premium,4,"Mon, Sun, Thu, Wed",False,None,13:33:00,14:08:00,35,True,lemon,False,No Trainer,False,13,Afternoon,Senior,Very Frequent,1
286,Male,2004-01-23,20,Premium,5,"Fri, Mon, Sat, Sun, Tue",False,None,20:16:00,21:52:00,96,True,"black_currant, coconut_pineapple",True,Mike,False,20,Evening,Young Adult,Very Frequent,2
287,Male,1987-10-07,37,Premium,2,"Fri, Thu",True,"BodyPump, Yoga",19:39:00,20:39:00,60,False,No Drink,False,No Trainer,True,19,Evening,Middle Age,Regular,1
288,Male,1982-06-12,42,Premium,5,"Fri, Mon, Sat, Thu, Tue",False,None,17:30:00,20:15:00,165,True,coconut_pineapple,False,No Trainer,True,17,Evening,Middle Age,Very Frequent,1
289,Female,2004-04-19,20,Premium,3,"Mon, Sat, Tue",True,"Zumba, Kickboxen",08:53:00,11:11:00,138,False,No Drink,True,Mike,True,8,Morning,Young Adult,Frequent,2
290,Female,1998-05-05,26,Standard,2,"Sun, Tue",True,"XCore, BodyPump",15:52:00,18:05:00,133,False,No Drink,False,No Trainer,False,15,Afternoon,Adult,Regular,1
291,Female,1982-04-24,42,Premium,5,"Fri, Sat, Sun, Thu, Wed",False,None,09:49:00,12:43:00,174,True,berry_boost,False,No Trainer,True,9,Morning,Middle Age,Very Frequent,1
292,Male,2007-07-26,17,Standard,1,Fri,False,None,16:59:00,18:41:00,102,True,"passion_fruit, black_currant",False,No Trainer,False,16,Afternoon,Teen,Light,1
293,Female,1998-05-04,26,Premium,1,Thu,True,"Yoga, Kickboxen",16:31:00,17:47:00,76,True,"lemon, passion_fruit",True,Hanna,True,16,Afternoon,Adult,Light,3
294,Female,1983-09-02,41,Premium,1,Wed,True,Yoga,13:14:00,15:34:00,140,False,No Drink,False,No Trainer,False,13,Afternoon,Middle Age,Light,1
295,Male,1988-10-09,36,Standard,3,"Fri, Thu, Wed",False,None,15:28:00,17:57:00,149,True,"coconut_pineapple, orange",False,No Trainer,False,15,Afternoon,Middle Age,Frequent,1
296,Female,2000-12-30,23,Standard,4,"Fri, Sun, Thu, Wed",False,None,10:17:00,12:21:00,124,True,"lemon, passion_fruit",False,No Trainer,True,10,Morning,Young Adult,Very Frequent,1
297,Male,1994-05-09,30,Standard,5,"Fri, Mon, Sun, Thu, Wed",False,None,17:29:00,18:25:00,56,False,No Drink,True,Jeffrey,False,17,Evening,Adult,Very Frequent,1
298,Female,1990-04-09,34,Premium,2,"Mon, Sun",False,None,19:17:00,20:30:00,73,False,No Drink,True,Chantal,True,19,Evening,Adult,Regular,1
299,Female,1981-03-27,43,Premium,5,"Fri, Sat, Sun, Tue, Wed",False,None,12:31:00,14:11:00,100,True,"orange, passion_fruit",True,Mike,False,12,Afternoon,Middle Age,Very Frequent,2
300,Male,2011-07-09,13,Premium,3,"Mon, Sat, Wed",True,"Spinning, XCore, LesMiles",14:53:00,15:55:00,62,False,No Drink,False,No Trainer,False,14,Afternoon,Teen,Frequent,1
301,Female,2001-04-14,23,Premium,3,"Fri, Sat, Thu",True,"Kickboxen, LesMiles, Yoga",13:06:00,14:35:00,89,True,"coconut_pineapple, orange",True,Chantal,False,13,Afternoon,Young Adult,Frequent,3
302,Male,1979-01-03,45,Standard,3,"Fri, Tue, Wed",True,BodyPump,12:48:00,15:24:00,156,False,No Drink,True,Jeffrey,True,12,Afternoon,Middle Age,Frequent,2
303,Female,1982-01-23,42,Standard,3,"Sun, Thu, Wed",False,None,13:32:00,14:56:00,84,False,No Drink,True,Hanna,True,13,Afternoon,Middle Age,Frequent,1
